18 SWALLOW ST,2017-05-03 00:00:00
5132 TOURO ST,2017-05-03 00:00:00
238 PACIFIC AVE,2017-05-03 00:00:00
2608 CADIZ ST,2017-05-03 00:00:00
1701 JOURDAN AVE,2017-05-03 00:00:00
31 CYPRESS POINT CT,2017-05-03 00:00:00
3 BONITA BAY DR,2017-05-03 00:00:00
4937 PAPANIA DR,2017-05-03 00:00:00
13166 CHATEAU CT,2017-05-03 00:00:00
113 MARY JANE LN,2017-05-03 00:00:00
1771 NASHVILLE AVE,2017-05-03 00:00:00
25479 CHEF MENTEUR HWY,2017-05-03 00:00:00
1505 GOVERNOR NICHOLLS ST,2017-05-03 00:00:00
5930 BEECHCRAFT ST,2017-05-03 00:00:00
7500 DALEWOOD RD,2017-05-03 00:00:00
5415 SAINT FERDINAND DR,2017-05-03 00:00:00
2716 GALLINGHOUSE ST,2017-05-03 00:00:00
814 HOWARD AVE,2017-05-03 00:00:00
4545 N RAMPART ST,2017-05-02 00:00:00
11 N OAK RIDGE CT,2017-05-02 00:00:00
3727 LOUISA ST,2017-05-02 00:00:00
4001 BEHRMAN PL,2017-05-02 00:00:00
2533 ALLEN ST,2017-05-02 00:00:00
1427 N GALVEZ ST,2017-05-02 00:00:00
4035 SAINT CHARLES AVE,2017-05-02 00:00:00
204 NEIL AVE,2017-05-02 00:00:00
6042 MAGAZINE ST,2017-05-02 00:00:00
3234 BLAIR ST,2017-05-02 00:00:00
923 DECATUR ST,2017-05-02 00:00:00
3114 CANAL ST,2017-05-02 00:00:00
1892 N ROCHEBLAVE ST,2017-05-02 00:00:00
217 N PRIEUR ST,2017-05-03 00:00:00
1460 SAINT DENIS ST,2017-05-03 00:00:00
365 CANAL ST,2017-05-03 00:00:00
6316 PRATT DR,2017-05-03 00:00:00
1500 CATON ST,2017-05-03 00:00:00
1701 S RAMPART ST,2017-05-03 00:00:00
116 12TH ST,2017-05-03 00:00:00
8128 SPRUCE ST,2017-05-03 00:00:00
1722 CAMBRONNE ST,2017-05-03 00:00:00
5018 READ BLVD,2017-05-03 00:00:00
11416 MAXINE DR,2017-05-03 00:00:00
7420 ALABAMA ST,2017-05-03 00:00:00
1300 NEW YORK ST,2017-05-02 00:00:00
5931 DURBRIDGE DR,2017-05-03 00:00:00
1321 CAMBRONNE ST,2017-05-03 00:00:00
1511 CATON ST,2017-05-03 00:00:00
13121 BISCAY ST,2017-05-03 00:00:00
1810 GALLIER ST,2017-05-03 00:00:00
6018 LOUIS XIV ST,2017-05-03 00:00:00
3201 GENERAL DE GAULLE DR,2017-05-03 00:00:00
2116 CAMBRONNE ST,2017-05-03 00:00:00
319 N TONTI ST,2017-05-03 00:00:00
3720 CANAL ST,2017-05-03 00:00:00
3501 HOLIDAY DR,2017-05-03 00:00:00
2411 GOVERNOR NICHOLLS ST,2017-05-03 00:00:00
2801 FRENCHMEN ST,2017-05-03 00:00:00
618 JULIA ST,2017-05-03 00:00:00
1600 LAKESHORE DR,2017-05-03 00:00:00
405 NO HAMMOND HWY,2017-05-03 00:00:00
1936 MAGAZINE ST,2017-05-03 00:00:00
4743 SANDALWOOD ST,2017-05-03 00:00:00
5552 GRAND BAYOU DR,2017-05-03 00:00:00
8727 MARKS ST,2017-05-03 00:00:00
501 DECATUR ST,2017-05-03 00:00:00
3418 HOWARD AVE,2017-05-03 00:00:00
4521 SAINT CHARLES AVE,2017-05-03 00:00:00
7021 CAMBERLEY DR,2017-05-03 00:00:00
6753 MEMPHIS ST,2017-05-02 00:00:00
3300 PRESTON PL,2017-05-03 00:00:00
3936 BURGUNDY ST,2017-05-03 00:00:00
8700 LAKE FOREST BLVD,2017-05-03 00:00:00
3020 RUE PARC FONTAINE,2017-05-03 00:00:00
4563 LOUISA DR,2017-05-03 00:00:00
8310 FRERET ST,2017-05-03 00:00:00
6733 MARSHAL FOCH ST,2017-05-03 00:00:00
524 ARABELLA ST,2017-05-03 00:00:00
2423 DECATUR ST,2017-05-03 00:00:00
8715 COHN ST,2017-05-03 00:00:00
1936 MAGAZINE ST,2017-05-03 00:00:00
3021 FRANKLIN AVE,2017-05-03 00:00:00
4021 BEHRMAN PL,2017-05-03 00:00:00
4635 SCHINDLER DR,2017-05-03 00:00:00
5650 READ BLVD,2017-05-03 00:00:00
845 CARONDELET ST,2017-05-03 00:00:00
534 ROYAL ST,2017-05-04 00:00:00
3102 PRYTANIA ST,2017-05-04 00:00:00
533 ROYAL ST,2017-05-04 00:00:00
9511 CHEF MENTEUR HWY,2017-05-04 00:00:00
1930 TCHOUPITOULAS ST,2017-05-04 00:00:00
501 ROYAL ST,2017-05-04 00:00:00
1930 JAPONICA ST,2017-05-04 00:00:00
600 MARKET ST,2017-05-02 00:00:00
3601 GENERAL DE GAULLE DR,2017-05-03 00:00:00
2827 BANKS ST,2017-05-03 00:00:00
30 YELLOWSTONE DR,2017-05-03 00:00:00
5018 CARDENAS DR,2017-05-03 00:00:00
5497 GRAND BAYOU DR,2017-05-03 00:00:00
1009 WEBSTER ST,2017-05-03 00:00:00
2611 BURDETTE ST,2017-05-03 00:00:00
226 BOURBON ST,2017-05-03 00:00:00
2841 S CLAIBORNE AVE,2017-05-03 00:00:00
3222 MAGAZINE ST,2017-05-03 00:00:00
5931 BULLARD AVE,2017-05-04 00:00:00
514 FRENCHMEN ST,2017-05-04 00:00:00
1101 N BROAD ST,2017-05-04 00:00:00
2736 JEFFERSON AVE,2017-05-04 00:00:00
2801 TULANE AVE,2017-05-04 00:00:00
3700 TCHOUPITOULAS ST,2017-05-04 00:00:00
908 S TELEMACHUS ST,2017-05-04 00:00:00
2521 INDEPENDENCE ST,2017-05-04 00:00:00
2737 TULANE AVE,2017-05-04 00:00:00
5846 FLORIDA AVE,2017-05-04 00:00:00
3223 BELFORT AVE,2017-05-04 00:00:00
1513 N VILLERE ST,2017-05-04 00:00:00
845 CARONDELET ST,2017-05-04 00:00:00
4569 DESIRE DR,2017-05-03 00:00:00
13121 BISCAY ST,2017-05-03 00:00:00
1725 NUNEZ ST,2017-05-03 00:00:00
3700 TCHOUPITOULAS ST,2017-05-03 00:00:00
333 CANAL ST,2017-05-03 00:00:00
5619 MANDEVILLE ST,2017-05-03 00:00:00
1040 FILMORE AVE,2017-05-03 00:00:00
7021 CAMBERLEY DR,2017-05-03 00:00:00
2017 MANDEVILLE ST,2017-05-04 00:00:00
7822 W LAVERNE ST,2017-05-04 00:00:00
2820 ANNETTE ST,2017-05-04 00:00:00
4912 ELYSIAN FIELDS AVE,2017-05-04 00:00:00
1913 CLOUET ST,2017-05-04 00:00:00
27 EUGENIE CT,2017-05-04 00:00:00
721 BORDEAUX ST,2017-05-04 00:00:00
4346 WELLINGTON AVE,2017-05-04 00:00:00
3016 SERANTINE ST,2017-05-04 00:00:00
827 CLOUET ST,2017-05-04 00:00:00
3427 LANCASTER ST,2017-05-04 00:00:00
3726 CONSTANCE ST,2017-05-04 00:00:00
5920 DORAL CT,2017-05-04 00:00:00
3322 SAINT CLAUDE AVE,2017-05-04 00:00:00
732 N CLAIBORNE AVE,2017-05-04 00:00:00
1374 MAGAZINE ST,2017-05-04 00:00:00
3151 CALHOUN ST,2017-05-04 00:00:00
2419 JULIA ST,2017-05-03 00:00:00
325 ROYAL ST,2017-05-03 00:00:00
4021 BEHRMAN PL,2017-05-03 00:00:00
3771 GENERAL DE GAULLE DR,2017-05-03 00:00:00
4001 MACARTHUR BLVD,2017-05-03 00:00:00
2619 SAINT THOMAS ST,2017-05-03 00:00:00
4920 WILLOW ST,2017-05-03 00:00:00
3606 MAGAZINE ST,2017-05-03 00:00:00
7133 MAYO BLVD,2017-05-04 00:00:00
3700 TCHOUPITOULAS ST,2017-05-04 00:00:00
27 EUGENIE CT,2017-05-04 00:00:00
3117 MANDEVILLE ST,2017-05-04 00:00:00
12990 N LAKE CARMEL DR,2017-05-04 00:00:00
7112 BUNKER HILL RD,2017-05-04 00:00:00
3801 GENERAL DE GAULLE DR,2017-05-04 00:00:00
1137 BARONNE ST,2017-05-04 00:00:00
4638 WASHINGTON AVE,2017-05-04 00:00:00
2843 LAW ST,2017-05-05 00:00:00
7621 MAPLE ST,2017-05-05 00:00:00
717 CANAL ST,2017-05-05 00:00:00
229 DIAGONAL DR,2017-05-05 00:00:00
4605 CHEF MENTEUR HWY,2017-05-05 00:00:00
5550 NEW ENGLAND DR,2017-05-05 00:00:00
2841 S CLAIBORNE AVE,2017-05-05 00:00:00
4605 CHEF MENTEUR HWY,2017-05-05 00:00:00
2529 CARONDELET ST,2017-05-03 00:00:00
4609 FRERET ST,2017-05-03 00:00:00
845 CARONDELET ST,2017-05-03 00:00:00
1936 MAGAZINE ST,2017-05-03 00:00:00
429 ROYAL ST,2017-05-04 00:00:00
7045 READ BLVD,2017-05-04 00:00:00
630 ROYAL ST,2017-05-04 00:00:00
2121 POLAND AVE,2017-05-04 00:00:00
1930 JAPONICA ST,2017-05-04 00:00:00
4500 N MIRO ST,2017-05-04 00:00:00
4640 S CARROLLTON AVE,2017-05-04 00:00:00
3226 MAGAZINE ST,2017-05-04 00:00:00
3422 KABEL DR,2017-05-04 00:00:00
2164 MILTON ST,2017-05-04 00:00:00
4920 WILLOW ST,2017-05-04 00:00:00
1460 SAINT DENIS ST,2017-05-04 00:00:00
721 STATE ST,2017-05-04 00:00:00
734 PONTALBA ST,2017-05-04 00:00:00
717 CANAL ST,2017-05-04 00:00:00
8555 FORDHAM CT,2017-05-04 00:00:00
1039 DECATUR ST,2017-05-04 00:00:00
4035 FAIRMONT DR,2017-05-04 00:00:00
1431 8TH ST,2017-05-04 00:00:00
2920 EARHART BLVD,2017-05-05 00:00:00
1460 SAINT DENIS ST,2017-05-05 00:00:00
8426 S I-10 SERVICE RD,2017-05-03 00:00:00
10600 CHEF MENTEUR HWY,2017-05-04 00:00:00
3222 MAGAZINE ST,2017-05-04 00:00:00
2631 ORLEANS AVE,2017-05-04 00:00:00
3 EVERETT PL,2017-05-04 00:00:00
5335 VENUS ST,2017-05-04 00:00:00
3900 JOURDAN RD,2017-05-05 00:00:00
8200 HAMPSON ST,2017-05-05 00:00:00
5945 CARLISLE CT,2017-05-05 00:00:00
514 S RAMPART ST,2017-05-05 00:00:00
5733 READ BLVD,2017-05-05 00:00:00
500 PORT OF NEW ORLEANS PL,2017-05-05 00:00:00
4904 TULIP ST,2017-05-05 00:00:00
2521 INDEPENDENCE ST,2017-05-05 00:00:00
1339 GALLIER ST,2017-05-05 00:00:00
6659 AVENUE B,2017-05-05 00:00:00
4528 FRERET ST,2017-05-05 00:00:00
7800 MILL ST,2017-05-05 00:00:00
14 WARBLER ST,2017-05-05 00:00:00
4329 WALMSLEY AVE,2017-05-05 00:00:00
2418 N ROBERTSON ST,2017-05-05 00:00:00
9024 BELFAST ST,2017-05-05 00:00:00
1427 TENNESSEE ST,2017-05-05 00:00:00
4421 JEANNE MARIE PL,2017-05-05 00:00:00
5610 BRIGHTON PL,2017-05-05 00:00:00
1019 BARONNE ST,2017-05-04 00:00:00
1436 ROBERT E LEE BLVD,2017-05-04 00:00:00
6766 MEMPHIS ST,2017-05-04 00:00:00
730 S PIERCE ST,2017-05-04 00:00:00
939 GIROD ST,2017-05-05 00:00:00
5931 WRIGHT RD,2017-05-05 00:00:00
6301 EASTOVER DR,2017-05-05 00:00:00
1912 PAULINE ST,2017-05-05 00:00:00
1124 ROBERT ST,2017-05-05 00:00:00
5533 WEST END BLVD,2017-05-05 00:00:00
3906 PRYTANIA ST,2017-05-05 00:00:00
1900 OCTAVIA ST,2017-05-05 00:00:00
7017 QUEENSWAY DR,2017-05-05 00:00:00
3651 DUPLESSIS ST,2017-05-05 00:00:00
1906 ELYSIAN FIELDS AVE,2017-05-05 00:00:00
811 WHITNEY AVE,2017-05-05 00:00:00
2701 JOSEPH ST,2017-05-05 00:00:00
4550 CAMELOT DR,2017-05-05 00:00:00
3609 DUMAINE ST,2017-05-05 00:00:00
6592 CATINA ST,2017-05-05 00:00:00
411 S BROAD ST,2017-05-05 00:00:00
4243 CANAL ST,2017-05-05 00:00:00
10080 MORRISON RD,2017-05-05 00:00:00
2022 ROBERT ST,2017-05-05 00:00:00
966 S WHITE ST,2017-05-05 00:00:00
33 VERSAILLES BLVD,2017-05-04 00:00:00
600 MARKET ST,2017-05-05 00:00:00
5424 ELYSIAN FIELDS AVE,2017-05-05 00:00:00
3322 SAINT CLAUDE AVE,2017-05-05 00:00:00
525 4TH ST,2017-05-05 00:00:00
3915 CANAL ST,2017-05-05 00:00:00
6011 EASTOVER DR,2017-05-05 00:00:00
282 AUDUBON BLVD,2017-05-05 00:00:00
527 ELYSIAN FIELDS AVE,2017-05-05 00:00:00
5661 BULLARD AVE,2017-05-05 00:00:00
1442 HARMONY ST,2017-05-05 00:00:00
2108 URQUHART ST,2017-05-06 00:00:00
2529 N MIRO ST,2017-05-06 00:00:00
8811 OLIVE ST,2017-05-06 00:00:00
10698 HAYNE BLVD,2017-05-06 00:00:00
857 FULTON ST,2017-05-06 00:00:00
600 CANAL ST,2017-05-06 00:00:00
920 POYDRAS ST,2017-05-06 00:00:00
4338 SAINT CHARLES AVE,2017-05-06 00:00:00
222 BARONNE ST,2017-05-06 00:00:00
1129 JACKSON AVE,2017-05-06 00:00:00
3043 GENTILLY BLVD,2017-05-06 00:00:00
3234 BLAIR ST,2017-05-06 00:00:00
3819 SAINT CLAUDE AVE,2017-05-06 00:00:00
10692 HAYNE BLVD,2017-05-06 00:00:00
2521 INDEPENDENCE ST,2017-05-05 00:00:00
2126 SAINT NICK DR,2017-05-05 00:00:00
6520 CONGRESS DR,2017-05-05 00:00:00
2216 DUMAINE ST,2017-05-06 00:00:00
527 ELYSIAN FIELDS AVE,2017-05-06 00:00:00
4226 CANAL ST,2017-05-06 00:00:00
3913 MAGAZINE ST,2017-05-06 00:00:00
41 GRAND CANYON DR,2017-05-06 00:00:00
222 BARONNE ST,2017-05-06 00:00:00
1426 NAPOLEON AVE,2017-05-06 00:00:00
2251 N DERBIGNY ST,2017-05-06 00:00:00
4643 HAUCK DR,2017-05-06 00:00:00
7819 BUFFALO RD,2017-05-06 00:00:00
600 MARKET ST,2017-05-06 00:00:00
5858 LOUIS XIV ST,2017-05-06 00:00:00
4512 PERRIER ST,2017-05-06 00:00:00
11303 MIDPOINT DR,2017-05-06 00:00:00
1814 SAINT ROCH AVE,2017-05-06 00:00:00
4908 FRANCISCO VERRETT DR,2017-05-06 00:00:00
4501 CARONDELET ST,2017-05-06 00:00:00
4730 E ADAMS CT,2017-05-06 00:00:00
6011 EASTOVER DR,2017-05-06 00:00:00
1010 DECATUR ST,2017-05-06 00:00:00
4842 GAWAIN DR,2017-05-06 00:00:00
1462 ARABELLA ST,2017-05-06 00:00:00
2831 CHARTRES ST,2017-05-05 00:00:00
654 AURORA OAKS DR,2017-05-05 00:00:00
4518 VIRGILIAN ST,2017-05-05 00:00:00
1401 S RAMPART ST,2017-05-05 00:00:00
1654 JEFFERSON AVE,2017-05-05 00:00:00
6529 GENERAL DIAZ ST,2017-05-05 00:00:00
7335 DOWNMAN RD,2017-05-05 00:00:00
4512 PERRIER ST,2017-05-05 00:00:00
5501 PARIS AVE,2017-05-05 00:00:00
5425 PRESS DR,2017-05-05 00:00:00
4525 FRERET ST,2017-05-06 00:00:00
200 POYDRAS ST,2017-05-06 00:00:00
3351 KABEL DR,2017-05-06 00:00:00
5801 PARIS AVE,2017-05-06 00:00:00
4600 SAINT CHARLES AVE,2017-05-06 00:00:00
6610 LOUIS XIV ST,2017-05-06 00:00:00
6255 MARSHAL FOCH ST,2017-05-06 00:00:00
107 AURORA DR,2017-05-06 00:00:00
3806 ORLEANS AVE,2017-05-06 00:00:00
3351 KABEL DR,2017-05-06 00:00:00
10931 HARROW RD,2017-05-06 00:00:00
5316 MICHOUD BLVD,2017-05-06 00:00:00
3829 DAUPHINE ST,2017-05-06 00:00:00
827 CLOUET ST,2017-05-07 00:00:00
2348 SAINT THOMAS ST,2017-05-07 00:00:00
6931 BOSTON DR,2017-05-05 00:00:00
800 TCHOUPITOULAS ST,2017-05-05 00:00:00
2924 N DORGENOIS ST,2017-05-05 00:00:00
7101 THORNLEY DR,2017-05-05 00:00:00
1435 NASHVILLE AVE,2017-05-05 00:00:00
1603 CHARLTON DR,2017-05-05 00:00:00
3771 GENERAL DE GAULLE DR,2017-05-05 00:00:00
1707 JAY ST,2017-05-06 00:00:00
1718 LAPEYROUSE ST,2017-05-06 00:00:00
1 POYDRAS ST,2017-05-06 00:00:00
800 TCHOUPITOULAS ST,2017-05-06 00:00:00
5228 SPAIN ST,2017-05-06 00:00:00
6227 SAINT CHARLES AVE,2017-05-06 00:00:00
555 S GALVEZ ST,2017-05-06 00:00:00
2964 TOLEDANO ST,2017-05-06 00:00:00
6831 MANCHESTER ST,2017-05-06 00:00:00
24 PARK ISLAND DR,2017-05-06 00:00:00
2228 SAINT CHARLES AVE,2017-05-06 00:00:00
2024 N TONTI ST,2017-05-06 00:00:00
5411 FONTAINEBLEAU DR,2017-05-06 00:00:00
107 AURORA DR,2017-05-06 00:00:00
7801 EARHART BLVD,2017-05-06 00:00:00
1429 SAINT CHARLES AVE,2017-05-06 00:00:00
4730 E ADAMS CT,2017-05-06 00:00:00
5020 READ BLVD,2017-05-06 00:00:00
420 THAYER ST,2017-05-05 00:00:00
6170 GENERAL HAIG ST,2017-05-05 00:00:00
1229 MURL ST,2017-05-05 00:00:00
282 AUDUBON BLVD,2017-05-05 00:00:00
4747 FRIAR TUCK DR,2017-05-05 00:00:00
600 MARKET ST,2017-05-05 00:00:00
8521 BILL ST,2017-05-05 00:00:00
1601 PERDIDO ST,2017-05-06 00:00:00
511 SLIDELL ST,2017-05-06 00:00:00
5340 LAFAYE ST,2017-05-06 00:00:00
5552 GRAND BAYOU DR,2017-05-06 00:00:00
14650 EMORY RD,2017-05-06 00:00:00
6126 GENERAL HAIG ST,2017-05-06 00:00:00
2601 JACKSON AVE,2017-05-06 00:00:00
14511 BEEKMAN RD,2017-05-06 00:00:00
1472 MIRABEAU AVE,2017-05-06 00:00:00
13400 OLD GENTILLY RD,2017-05-06 00:00:00
527 ELYSIAN FIELDS AVE,2017-05-06 00:00:00
6101 CHATHAM DR,2017-05-07 00:00:00
4589 GENERAL MEYER AVE,2017-05-07 00:00:00
3614 N RAMPART ST,2017-05-07 00:00:00
718 MARIGNY ST,2017-05-07 00:00:00
6131 COLISEUM ST,2017-05-07 00:00:00
6029 VERMILLION BLVD,2017-05-07 00:00:00
112 S RAMPART ST,2017-05-07 00:00:00
717 CANAL ST,2017-05-05 00:00:00
1400 DESIRE ST,2017-05-05 00:00:00
524 BIENVILLE ST,2017-05-06 00:00:00
5001 FRERET ST,2017-05-07 00:00:00
222 BARONNE ST,2017-05-07 00:00:00
6165 GENERAL HAIG ST,2017-05-07 00:00:00
1313 ESPLANADE AVE,2017-05-07 00:00:00
3638 GENERAL DE GAULLE DR,2017-05-07 00:00:00
3442 HYMAN PL,2017-05-07 00:00:00
820 SAINT LOUIS ST,2017-05-07 00:00:00
101 SPANISH FORT BLVD,2017-05-07 00:00:00
5612 CANAL BLVD,2017-05-07 00:00:00
3913 N CLAIBORNE AVE,2017-05-07 00:00:00
1900 SAINT CHARLES AVE,2017-05-07 00:00:00
36 GORDON PLAZA DR,2017-05-07 00:00:00
1238 ALABO ST,2017-05-07 00:00:00
421 N CARROLLTON AVE,2017-05-07 00:00:00
3112 GENTILLY BLVD,2017-05-07 00:00:00
2359 SAINT CLAUDE AVE,2017-05-07 00:00:00
7240 CROWDER BLVD,2017-05-07 00:00:00
6745 BELLAIRE DR,2017-05-07 00:00:00
2828 4TH ST,2017-05-07 00:00:00
1200 ROBERT E LEE BLVD,2017-05-07 00:00:00
4533 NEW ORLEANS ST,2017-05-07 00:00:00
222 BARONNE ST,2017-05-07 00:00:00
3351 KABEL DR,2017-05-06 00:00:00
8120 MORRISON RD,2017-05-07 00:00:00
3727 LOUISA ST,2017-05-07 00:00:00
38 SWALLOW ST,2017-05-07 00:00:00
5333 TULLIS DR,2017-05-07 00:00:00
727 CARONDELET ST,2017-05-07 00:00:00
233 CARONDELET ST,2017-05-07 00:00:00
4617 MIRABEAU AVE,2017-05-07 00:00:00
2844 SAINT ANTHONY ST,2017-05-07 00:00:00
8437 APRICOT ST,2017-05-07 00:00:00
2713 SAINT CLAUDE AVE,2017-05-07 00:00:00
2714 CANAL ST,2017-05-07 00:00:00
6100 FRANKLIN AVE,2017-05-07 00:00:00
5770 READ BLVD,2017-05-07 00:00:00
2000 ORETHA CASTLE HALEY BLVD,2017-05-08 00:00:00
503 BOURBON ST,2017-05-08 00:00:00
8115 OAK ST,2017-05-08 00:00:00
6016 SAINT CHARLES AVE,2017-05-08 00:00:00
1712 ORETHA CASTLE HALEY BLVD,2017-05-08 00:00:00
1832 N ROCHEBLAVE ST,2017-05-08 00:00:00
8518 SPRUCE ST,2017-05-08 00:00:00
934 ORLEANS AVE,2017-05-08 00:00:00
